,name,age,height,short-age
1573,Cynthia Bailey,58,5ft 9,False
1574,Eion Bailey,49,5ft 10,False
1575,Jonathan Bailey,37,5ft 10,False
1576,Rhea Bailey,42,5ft 3,False
1577,Cheryl Baker,71,5ft 3,False
1578,Colin Baker,82,6ft 0,False
1579,Dylan Baker,66,6ft 0,False
1580,Matt Baker,48,5ft 9,False
1581,Ray Baker,77,6ft 2,False
1582,Simon Baker,56,5ft 9,False
1583,Simon Baker,39,5ft 9,False
1584,Tom Baker,91,6ft 3,False
1585,Patrick Baladi,54,5ft 10,False
1586,Clare Balding,54,5ft 7,False
1587,Eric Balfour,48,6ft 1,False
1588,Angeline Ball,56,5ft 6,True
1589,Johnny Ball,87,5ft 10,False
1590,Michael Ball,63,5ft 11,False
1591,Pedro Pascal,50,5ft 10,False
1592,Maria Bamford,55,5ft 5,True
1593,Eric Bana,57,6ft 2,False
1594,Michala Banas,47,5ft 2,False
1595,Alex Band,44,5ft 10,False
1596,Claes Bang,58,6ft 4,False
1597,Jonathan Banks,78,5ft 8,False
1598,Morwenna Banks,64,5ft 0,False
1599,Andrea Barber,49,5ft 2,False
1600,Frances Barber,67,5ft 4,False
1601,Glynis Barber,70,5ft 5,False
1602,Paul Barber,74,6ft 0,False
1603,Jillian Barberie,59,5ft 3,False
1604,Ike Barinholtz,48,6ft 2,False
1605,Sue Barker,69,5ft 5,False
1606,Travis Barker,50,5ft 9,False
1607,Gary Barlow,54,5ft 7,False
1608,Demore Barnes,49,6ft 1,False
1609,Kacey Clarke,37,5ft 6,False
1610,Sacha Baron Cohen,54,6ft 3,False
1611,Sasha Barrese,44,5ft 8,False
1612,Jacinda Barrett,53,5ft 10,False
1613,Malcolm Barrett,45,5ft 11,False
1614,Tina Barrett,49,5ft 6,False
1615,Amanda Barrie,90,5ft 3,False
1616,Chris Barrie,65,5ft 11,False
1617,John Barrowman,58,5ft 11,False
1618,Michael Barrymore,73,6ft 2,False
1619,Roger Bart,63,5ft 8,False
1620,Justin Bartha,47,5ft 8,False
1621,Murray Bartlett,54,5ft 11,False
1622,Mischa Barton,39,5ft 9,False
1623,Jay Baruchel,43,5ft 11,False
1624,Shirley Bassey,88,5ft 3,False
1625,Ali Bastian,43,5ft 8,False
1626,Bipasha Basu,46,5ft 7,False
1627,Robert Bathurst,68,6ft 2,False
1628,Loui Batley,38,5ft 6,False
1629,Pooja Batra,49,5ft 9,False
1630,Chris Bauer,59,6ft,False
1631,Helen Baxendale,55,5ft 5,True
1632,Stanley Baxter,99,5ft 9,False
1633,Adam Beach,53,5ft 11,False
1634,Gary Beadle,60,5ft 7,False
1635,Kate Beahan,51,5ft 3,False
1636,Matthew Beard,36,6ft 1,False
1637,Sugar Lyn Beard,44,4ft 11,False
1638,Allyce Beasley,74,5ft 7,False
1639,Ian Beattie,60,5ft 9,False
1640,Maureen Beattie,72,5ft 8,False
1641,Daisy Beaumont,51,5ft 6,False
1642,Jim Beaver,75,5ft 11,False
1643,John Beck,82,6ft 2,False
1644,Michael Beck,76,5ft 11,False
1645,Kuno Becker,47,5ft 8,False
1646,David Beckham,50,5ft 11,False
1647,Victoria Beckham,51,5ft 4,False
1648,Samantha Beckinsale,59,5ft 7,False
1649,Tamara Beckwith,55,5ft 7,False
1650,Brandon Beemer,45,5ft 11,False
1651,Max Beesley,54,5ft 10,False
1652,Geoffrey Beevers,84,5ft 10,False
1653,Joy Behar,83,5ft 4,False
1654,Ashley Bell,39,5ft 3,False
1655,Coby Bell,50,6ft 2,False
1656,Drake Bell,39,5ft 7,False
1657,Jamie Bell,39,5ft 7,False
1658,John Bell,85,5ft 9,False
1659,Kristen Bell,45,5ft 1,False
1660,Marshall Bell,83,6ft 1,False
1661,Tobin Bell,83,5ft 10,False
1662,Vanessa Bell Calloway,68,5ft 3,False
1663,Rachael Bella,41,5ft 4,False
1664,Charlotte Bellamy,52,5ft 3,False
1665,Troian Bellisario,40,5ft 7,False
1666,Gina Bellman,59,5ft 6,False
1667,Pat Benatar,72,5ft 0,False
1668,Dirk Benedict,80,5ft 10,False
1669,Lourdes Benedicto,51,5ft 4,False
1670,H. Jon Benjamin,59,5ft 5,False
1671,Manu Bennett,56,5ft 10,False
1672,Stephanie Bennett,55,5ft 3,False
1673,Tracie Bennett,64,5ft 2,False
1674,Abraham Benrubi,56,6ft 7,False
1675,Amber Benson,48,5ft 4,False
1676,Lyriq Bent,51,6ft 0,False
1677,Barbi Benton,75,5ft 3,False
1678,Mark Benton,60,5ft 11,False
1679,Daniel Benzali,75,5ft 9,False
1680,Tom Bergeron,70,5ft 9,False
1681,Michael Bergin,56,6ft 1,False
1682,Xander Berkeley,70,6ft 0,False
1683,David Berman,75,5ft 9,False
1684,Daniel Bernhardt,60,6ft 2,False
1685,Elizabeth Berrington,55,5ft 7,False
1686,Matt Berry,38,5ft 9,False
1687,Nick Berry,62,5ft 9,False
1688,Michael Berryman,77,6ft 2,False
1689,Laura Bertram,47,5ft 5,False
1690,Ahmed Best,52,6ft,False
1691,Eve Best,54,5ft 8,False
1692,Paul Bettany,54,6ft 3,False
1693,Angela Bettis,52,5ft 3,False
1694,Daniel Betts,54,5ft 10,False
1695,Daisy Bevan,33,5ft 9,False
1696,Leslie Bevis,71,5ft 9,False
1697,Sanjeev Bhaskar,62,5ft 5,False
1698,Mayim Bialik,50,5ft 4,False
1699,Joe Biden,83,6ft,False
1700,Craig Bierko,61,6ft 2,False
1701,Sean Biggerstaff,42,5ft 8,False
1702,Christopher Biggins,77,6ft 0,False
1703,Casey Biggs,70,5ft 8,False
1704,John Billingsley,65,5ft 9,False
1705,Peter Billingsley,54,5ft 6,False
1706,Vicky Binns,44,5ft 0,False
1707,Leila Birch,47,5ft 2,False
1708,Larry Bird,69,6ft 9,True
1709,Jesse Birdsall,62,5ft 10,False
1710,Mary Birdsong,57,5ft 2,False
1711,Lauren Birkell,49,5ft 0,False
1712,Gil Birmingham,72,5ft 11,False
1713,Eva Birthistle,51,5ft 2,False
1714,John Bishop,62,5ft 11,False
1715,Stephen Bishop,74,6ft 2,False
1716,Josie Bissett,55,5ft 6,False
1717,Gemma Bissix,42,5ft 6,False
1718,Chris Bisson,50,5ft 10,False
1719,Yannick Bisson,56,5ft 9,False
1720,Danielle Bisutti,49,5ft 8,False
1721,Claudia Black,53,5ft 7,False
1722,Jack Black,56,5ft 6,True
1723,Lucas Black,43,5ft 8,False
1724,Greta Blackburn,69,5ft 9,False
1725,Paul Blackthorne,56,6ft 3,False
1726,Richard Blackwood,53,5ft 11,False
1727,Vas Blackwood,63,5ft 9,False
1728,David Blaine,52,5ft 11,False
1729,Bre Blair,45,5ft 6,False
1730,Tony Blair,72,5ft 11,False
1731,Rachael Blake,54,5ft 7,False
1732,Rachel Blakely,57,5ft 7,True
1733,Susan Blakely,77,5ft 8,False
1734,Tammy Blanchard,49,5ft 5,False
1735,Alexis Bledel,44,5ft 5,False
1736,Corbin Bleu,36,5ft 7,False
1737,Caroline Bliss,64,5ft 6,False
1738,Wolf Blitzer,77,5ft 9,False
1739,Matt Bloom,53,6ft 6,False
1740,Orlando Bloom,48,5ft 10,False
1741,Marc Blucas,53,6ft 2,False
1742,Callum Blue,48,6ft 1,False
1743,Steve Blum,65,5ft 10,False
1744,Alan Blumenfeld,73,5ft 8,False
1745,Kim Bodnia,60,5ft 10,False
1746,Katherine Boecher,44,5ft 5,False
1747,Heidi Bohay,66,5ft 5,False
1748,Ian Bohen,49,5ft 10,False
1749,Big Boi,50,5ft 6,False
1750,James Bolam,90,5ft 9,False
1751,Sarah Bolger,34,5ft 4,False
1752,Michael Bolton,72,5ft 9,False
1753,Matt Bomer,48,5ft 11,False
1754,Samantha Bond,64,5ft 6,False
1755,Carla Bonner,52,5ft 5,False
1756,Hugh Bonneville,62,6ft 1,False
1757,Bono,65,5ft 5,False
1758,Mark Boone Junior,70,5ft 7,False
1759,Imogen Boorman,54,5ft 4,True
1760,Connie Booth,85,5ft 4,False
1761,Steve Borden,66,6ft 2,False
1762,Alex Borstein,54,5ft 0,False
1763,Johnny Yong Bosch,49,5ft 6,False
1764,Brian Bosworth,60,6ft 1,False
1765,Kate Bosworth,42,5ft 5,False
1766,Barbara Bouchet,81,5ft 5,False
1767,Raoul Bova,54,5ft 11,False
1768,Andrea Bowen,35,5ft 6,False
1769,Julie Bowen,55,5ft 5,True
1770,Michael Bowen,67,5ft 9,False
1771,Grant Bowler,57,6ft 0,False
1772,Lauren Bowles,55,5ft 4,False
1773,Jessica Bowman,45,5ft 2,False
1774,Billy Boyd,57,5ft 5,False
1775,Darren Boyd,54,6ft 4,False
1776,Jesse Bradford,46,5ft 8,False
1777,David Bradley,72,5ft 11,False
1778,David Bradley,44,5ft 11,False
1779,David Bradley,83,5ft 11,False
1780,David Bradley,72,5ft 11,False
1781,Doug Bradley,71,5ft 11,False
1782,Paul Bradley,69,5ft 8,False
1783,Paul Bradley,70,5ft 8,False
1784,Shawn Bradley,53,7ft 6,False
1785,James Bradshaw,49,5ft 5,False
1786,Wayne Brady,53,5ft 11,False
1787,Zach Braff,50,5ft 11,False
1788,Alice Braga,42,5ft 2,False
1789,Tom Braidwood,77,5ft 2,False
1790,Jo Brand,68,5ft 4,False
1791,Jolene Brand,91,5ft 5,False
1792,Michael Brandon,80,5ft 11,False
1793,Jeff Branson,48,6ft,False
1794,Richard Branson,75,5ft 11,False
1795,Tamara Braun,54,5ft 5,False
1796,Deanne Bray,54,5ft 7,False
1797,Jonathan Breck,60,6ft,False
1798,Tracey E. Bregman,62,5ft 4,False
1799,Rory Bremner,64,6ft 1,False
1800,Nicholas Brendon,54,5ft 10,False
1801,Lee Brennan,52,5ft 4,False
1802,Dannielle Brent,46,5ft 2,False
1803,Sally Bretton,45,5ft 4,False
1804,Jim Breuer,58,5ft 10,False
1805,Jordana Brewster,45,5ft 6,False
1806,Paget Brewster,56,5ft 7,False
1807,Liz May Brice,50,5ft 3,False
1808,Sean Bridgers,57,5ft 10,False
1809,Kellie Bright,49,5ft 1,False
1810,Sarah Brightman,65,5ft 5,False
1811,Marcus Brigstocke,52,6ft 2,False
1812,Holly Brisley,47,5ft 3,False
1813,Morgan Brittany,74,5ft 4,False
1814,Connie Britton,58,5ft 7,False
1815,Fern Britton,68,5ft 5,False
1816,Daniel Brocklebank,46,5ft 8,False
1817,Beth Broderick,66,5ft 8,False
1818,Adam Brody,46,5ft 10,False
1819,Kelly Brook,46,5ft 6,False
1820,Charlie Brooks,44,5ft 4,False
1821,Deanna Brooks,51,5ft 4,False
1822,Golden Brooks,55,5ft 5,True
1823,Randi Brooks,71,5ft 8,False
1824,Ian Broudie,67,5ft 6,False
1825,Ben Browder,63,6ft 0,False
1826,Alton Brown,63,5ft 9,False
1827,Billy Brown,55,6ft 1,False
1828,Bobby Brown,56,5ft 10,False
1829,Faith Brown,81,5ft 5,False
1830,Jim Brown,68,6ft 2,False
1831,Olivia Brown,65,5ft 6,False
1832,Ralph Brown,68,5ft 11,False
1833,Reb Brown,77,6ft 4,False
1834,Rob Brown,41,6ft 1,False
1835,Emily Browning,37,5ft 1,False
1836,Fiona Bruce,61,5ft 9,False
1837,Agnes Bruckner,40,5ft 6,False
1838,Amanda Brugel,47,5ft 9,False
1839,Carla Bruni,58,5ft 8,True
1840,Frank Bruno,64,6ft 2,False
1841,Dominic Brunt,55,5ft 11,False
1842,Kéllé Bryan,50,5ft 4,False
1843,Joy Bryant,51,5ft 9,False
1844,Nicola Bryant,65,5ft 2,False
1845,Rob Brydon,60,5ft 7,False
1846,Andrew Bryniarski,56,6ft 4,False
1847,James Buckley,38,5ft 8,False
1848,Robert Buckley,44,6ft 1,False
1849,Rebecca Budig,52,5ft 1,False
1850,Joe Bugner,75,6ft 4,False
1851,Joyce Bulifant,88,5ft 1,False
1852,Amelia Bullmore,61,5ft 5,False
1853,Brooke Bundy,82,5ft 2,False
1854,Laura Bell Bundy,44,5ft 4,False
1855,Candace Cameron Bure,49,5ft 1,False
1856,Gary Burghoff,82,5ft 5,False
1857,Richard Burgi,67,6ft 1,False
1858,Robert John Burke,65,5ft 10,False
1859,Billy Burke,59,6ft 1,False
1860,Kathy Burke,61,5ft 3,False
1861,Simon Burke,64,5ft 9,False
1862,Tom Burke,44,5ft 10,False
1863,Edward Burns,57,6ft,False
1864,Heather Burns,50,5ft 8,False
1865,Jere Burns,71,5ft 8,False
1866,Bill Burr,57,5ft 9,False
1867,Ty Burrell,58,6ft 0,False
1868,Steve Burton,55,5ft 9,False
1869,Adam Busch,47,5ft 8,False
1870,Timothy Busfield,68,5ft 9,False
1871,Kate Bush,67,5ft 3,False
1872,Sophia Bush,43,5ft 4,False
1873,Darcey Bussell,56,5ft 7,False
1874,Gerard Butler,56,6ft 1,False
1875,Kerry Butler,54,5ft 2,False
1876,Vicki Butler-Henderson,53,5ft 5,False
1877,Louis C.K.,58,5ft 11,False
1878,Mary Cadorette,68,5ft 5,False
1879,Inga Cadranel,47,5ft 5,False
1880,Eddie Cahill,47,6ft 1,False
1881,Stéphane Caillard,37,5ft 10,False
1882,Jonathan Cake,58,6ft 2,False
1883,Clare Calbraith,51,5ft 3,False
1884,L. Scott Caldwell,75,5ft 0,False
1885,Beverley Callard,68,5ft 5,False
1886,Rebecca Callard,50,5ft 1,False
1887,Bryan Callen,58,5ft 11,False
1888,Dayton Callie,79,5ft 8,False
1889,James Callis,54,5ft 7,False
1890,Jennifer Calvert,62,5ft 4,False
1891,Christian Camargo,54,6ft 1,False
1892,David Cameron,76,6ft,False
1893,Kirk Cameron,55,5ft 9,False
1894,Jaime Camil,52,6ft 1,False
1895,Bill Camp,61,5ft 8,False
1896,Colleen Camp,72,5ft 2,False
1897,Bruce Campbell,67,6ft,False
1898,Christa Campbell,53,5ft 7,False
1899,Chuck Campbell,56,5ft 8,False
1900,Larry Joe Campbell,55,5ft 7,False
1901,Tim Campbell,50,6ft 2,False
1902,Tisha Campbell,57,5ft 4,False
1903,Guillaume Canet,52,5ft 9,False
1904,Bobby Cannavale,55,6ft 2,False
1905,Katherine Cannon,72,5ft 6,False
1906,Nick Cannon,45,5ft 10,False
1907,Joanna Canton,47,5ft 3,False
1908,Peter Capaldi,67,5ft 11,False
1909,Lizzy Caplan,43,5ft 4,False
1910,Francis Capra,42,5ft 5,False
1911,Brian Capron,78,5ft 9,False
1912,Steve Cardenas,51,5ft 7,False
1913,Steve Carell,63,5ft 9,False
1914,Clare Carey,58,5ft 7,False
1915,Kristin Carey,56,5ft 8,False
1916,Timothy Carhart,72,6ft 2,False
1917,Gia Carides,61,5ft,False
1918,Nadia Sawalha,61,5ft 5,False
1919,Elizabeth Carling,58,5ft 7,False
1920,Belinda Carlisle,67,5ft 5,False
1921,Krissy Carlson,46,5ft 5,False
1922,Sally Carman,44,5ft 4,False
1923,Reeve Carney,42,6ft 0,False
1924,Rachael Carpani,45,5ft 7,False
1925,Ever Carradine,51,5ft 9,False
1926,Rocky Carroll,62,5ft 9,False
1927,Jasper Carrott,80,5ft 11,False
1928,Silas Carson,60,6ft 3,False
1929,Chris Carter,72,5ft 11,False
1930,Erinn Hayes,49,5ft 9,False
1931,Jason Carter,65,5ft 11,False
1932,Jim Carter,77,6ft 2,False
1933,Joelle Carter,53,5ft 8,False
1934,Michael Carter,78,6ft 3,False
1935,Nick Carter,45,6ft 0,False
1936,Sarah Carter,45,5ft 4,False
1937,Gabrielle Carteris,64,5ft,False
1938,Angela Cartwright,73,5ft 5,False
1939,Caroline Carver,49,5ft 5,False
1940,Chris Casamassa,60,5ft 9,False
1941,Sharon Case,54,5ft 6,False
1942,Elaine Cassidy,46,5ft 2,False
1943,Natalie Cassidy,42,5ft 3,False
1944,Raquel Cassidy,57,5ft 5,False
1945,Laetitia Casta,47,5ft 6,False
1946,Dan Castellaneta,68,5ft 9,False
1947,Nick Castle,78,5ft 11,False
1948,Tom Cavanagh,62,6ft 0,False
1949,Caroline Cave,51,5ft 4,False
1950,Nick Cave,68,6ft 2,False
1951,Henry Cavill,42,6ft,False
1952,Sarah Cawood,53,5ft 1,False
1953,Stephanie Cayo,37,5ft 6,False
1954,Angie Cepeda,51,5ft 5,False
1955,Michael Cera,37,5ft 9,False
1956,Jason Cerbone,48,5ft 8,False
1957,Michael Cerveris,65,5ft 8,False
1958,Amar Chadha-Patel,39,6ft 2,False
1959,Sarah Chalke,49,5ft 7,False
1960,Helen Chamberlain,58,5ft 5,False
1961,Christina Chambers,56,5ft 6,True
1962,Justin Chambers,55,5ft 9,False
1963,Anna Chancellor,60,5ft 9,False
1964,Kyle Chandler,60,6ft,False
1965,Christina Chang,54,5ft 7,False
1966,Mark Lindsay Chapman,71,6ft 1,False
1967,Sean Chapman,64,6ft 0,False
1968,Lisa Chappell,57,5ft 8,False
1969,Dave Chappelle,52,5ft 11,False
1970,Tara Strong,52,5ft 2,True
1971,Craig Charles,61,5ft 7,False
1972,Nicola Charles,56,5ft 7,False
1973,Mark Charnock,57,6ft 4,False
1974,Daveigh Chase,35,5ft 6,False
1975,JC Chasez,49,5ft 10,False
1976,Grace Chatto,40,5ft 4,False
1977,Justin Chatwin,43,5ft 11,False
1978,Richard Chaves,74,5ft 10,False
1979,Ricardo Chavira,54,6ft 1,False
1980,Terry Chen,50,5ft 8,False
1981,Kristin Chenoweth,57,4ft 10,False
1982,Nick Cheung,58,5ft 7,False
1983,Dominic Chianese,94,5ft 11,False
1984,Tracey Childs,62,5ft 7,False
1985,Nick Chinlund,64,6ft 2,False
1986,John Cho,53,5ft 10,False
1987,Margaret Cho,57,5ft 5,False
1988,Marcus Chong,58,5ft 7,False
1989,Stephen Chow,63,5ft 7,False
1990,Navin Chowdhry,54,5ft 8,False
1991,Erika Christensen,43,5ft 4,False
1992,Hayden Christensen,44,6ft 0,False
1993,Charlotte Church,39,5ft 4,False
1994,Jude Ciccolella,78,5ft 8,False
1995,Enzo Cilenti,51,6ft 0,False
1996,Gordon Clapp,77,5ft 5,False
1997,Jillian Clare,33,5ft 3,False
1998,Candy Clark,78,5ft 7,False
1999,Clark Gregg,63,5ft 8,False
2000,Hamish Clark,60,5ft 6,False
2001,Petula Clark,93,5ft 2,False
2002,Susan Clark,82,5ft 9,False
2003,Jason Clarke,56,6ft 1,False
2004,Lenny Clarke,72,6ft 2,False
2005,Margi Clarke,71,5ft 2,False
2006,Melinda Clarke,56,5ft 6,True
2007,Sharon D. Clarke,59,5ft 7,False
2008,Jeremy Clarkson,65,6ft 5,True
2009,Patricia Clarkson,66,5ft 4,False
2010,Julian Clary,66,6ft 2,False
2011,Sue Cleaver,62,5ft 9,False
2012,Louisa Clein,46,5ft 4,False
2013,Christian Clemenson,67,6ft 2,False
2014,Robert Clohessy,68,6ft 2,False
2015,Eric Close,58,5ft 10,False
2016,Martin Clunes,64,6ft 2,False
2017,Michelle Clunie,56,5ft 5,False
2018,Nicki Clyne,42,5ft 5,False
2019,Kim Coates,67,6ft 0,False
2020,Keith Hamilton Cobb,63,6ft 4,False
2021,Salvatore Coco,50,5ft 8,False
2022,Camille Coduri,60,5ft 4,False
2023,Jeff Cohen,51,5ft 4,False
2024,Taika Waititi,50,6ft,False
2025,Lucy Cohu,57,5ft 5,False
2026,Enrico Colantoni,62,5ft 9,False
2027,Stephen Colbert,61,5ft 10,False
2028,Gary Cole,69,5ft 11,False
2029,George Cole,132,5ft 8,False
2030,Chad L. Coleman,51,5ft 10,False
2031,Jack Coleman,67,6ft 2,False
2032,Kim Coles,63,5ft 9,False
2033,Lisa Guerrero,61,5ft 7,False
2034,Margaret Colin,67,5ft 9,False
2035,Kenneth Colley,88,5ft 8,False
2036,Carla Collins,60,5ft 10,False
2037,Jessica Collins,54,5ft 6,False
2038,Michelle Collins,63,5ft 5,False
2039,Misha Collins,51,5ft 11,False
2040,Mo Collins,60,5ft 9,False
2041,Pauline Collins,85,5ft 1,False
2042,Ben Crompton,51,5ft 6,False
2043,Bree Condon,39,5ft 7,False
2044,Kerry Condon,42,5ft 3,False
2045,Brian Conley,64,5ft 9,False
2046,Michaela Conlin,47,5ft 9,False
2047,Didi Conn,74,5ft 4,False
2048,Terri Conn,50,5ft 2,False
2049,Billy Connolly,83,6ft 0,False
2050,Kevin Connolly,51,5ft 5,False
2051,Mike Connors,75,6ft 1,False
2052,David Conrad,58,6ft 0,False
2053,Frances Conroy,72,5ft 7,False
2054,Paddy Considine,52,5ft 10,False
2055,Mark Consuelos,54,5ft 7,False
2056,Johnny Contardo,74,5ft 7,False
2057,Keith Coogan,55,5ft 4,False
2058,Steve Coogan,60,5ft 9,False
2059,Dane Cook,53,5ft 11,False
2060,Christian Cooke,38,5ft 8,False
2061,Danny Cooksey,50,5ft 1,False
2062,Jennifer Coolidge,64,5ft 9,False
2063,Anderson Cooper,58,5ft 10,False
2064,Bradley Cooper,50,6ft,False
2065,Camille Cooper,56,5ft 6,True
2066,Chris Cooper,74,5ft 9,False
2067,Kimberley Cooper,45,5ft 6,False
2068,Adam Copeland,52,6ft 3,False
2069,Michael Copon,43,6ft 1,False
2070,David Copperfield,78,5ft 11,False
2071,Alicia Coppola,57,5ft 8,False
2072,Gretchen Corbett,80,5ft 5,False
2073,John Corbett,64,6ft 4,True
2074,Barry Corbin,85,5ft 11,False
2075,James Corden,47,5ft 8,False
2076,Abbie Cornish,43,5ft 7,False
2077,Judy Cornwell,85,5ft 2,False
2078,Andrea Corr,51,5ft 1,True
2079,Sharon Corr,55,5ft 3,False
2080,Emily Corrie,47,5ft 2,False
2081,Seth Gabel,44,5ft 10,False
2082,James Cosmo,77,6ft 1,False
2083,David Costabile,58,5ft 9,False
2084,Paulo Costanzo,47,5ft 10,False
2085,George Costigan,78,5ft 9,False
2086,Marion Cotillard,50,5ft 6,False
2087,Antony Cotton,50,5ft 9,False
2088,Fearne Cotton,44,5ft 6,False
2089,Lindsey Coulson,65,5ft 1,False
2090,Steve Coulter,65,6ft 0,False
2091,Katie Couric,68,5ft 3,False
2092,Tom Courtenay,88,5ft 9,False
2093,James Jude Courtney,68,6ft 3,False
2094,Christopher Cousins,65,5ft 9,False
2095,Martin Kove,78,6ft,False
2096,Allen Covert,61,5ft 9,False
2097,Brendan Cowell,49,5ft 9,False
2098,Christina Cox,54,5ft 6,False
2099,Jennifer Elise Cox,56,5ft 4,False
2100,Josh Coxx,61,6ft 2,False
2101,Lara Cox,47,5ft 7,False
2102,Nikki Cox,47,5ft 6,False
2103,Sara Cox,51,5ft 8,False
2104,Tony Cox,67,3ft 6,False
2105,Brendan Coyle,62,6ft 1,False
2106,Richard Coyle,53,5ft 11,False
2107,Daniel Craig,57,5ft 10,False
2108,Kenneth Cranham,81,5ft 7,False
2109,Bryan Cranston,69,5ft 10,False
2110,Clayne Crawford,47,5ft 11,False
2111,Michael Crawford,83,5ft 10,False
2112,Rebecca Creskoff,54,5ft 9,False
2113,Terry Crews,57,6ft 2,False
2114,Wendy Crewson,69,5ft 7,False
2115,Missy Crider,51,5ft 6,False
2116,Kevin Cronin,74,5ft 10,False
2117,Mackenzie Crook,54,5ft 9,False
2118,David Cross,61,5ft 8,False
2119,Marcia Cross,63,5ft 8,False
2120,Ashley Crow,65,5ft 6,False
2121,Steven Crowder,38,6ft 2,False
2122,Dermot Crowley,78,5ft 8,False
2123,Marie-Josée Croze,55,5ft 5,True
2124,Raymond Cruz,61,5ft 6,False
2125,Wilson Cruz,52,5ft 7,False
2126,Suzanne Cryer,58,5ft 7,False
2127,Marton Csokas,59,6ft 1,False
2128,David Cubitt,60,5ft 9,False
2129,Michael Cudlitz,61,6ft,False
2130,Melinda Culea,70,5ft 8,False
2131,Rory Culkin,36,5ft 5,False
2132,Brett Cullen,69,6ft 2,False
2133,Peter Cullen,84,5ft 5,False
2134,John Cullum,95,5ft 11,False
2135,Steven Culp,70,5ft 10,False
2136,Jon Culshaw,57,5ft 7,True
2137,Martin Cummins,56,5ft 8,False
2138,Colin Cunningham,59,5ft 10,False
2139,Colin Cunningham,53,5ft 10,False
2140,Liam Cunningham,64,5ft 11,False
2141,Kaley Cuoco,40,5ft 5,False
2142,Tony Curran,56,5ft 10,False
2143,Ann Curry,69,5ft 4,False
2144,Bernard Curry,51,6ft 0,False
2145,Mark Curry,64,6ft 6,False
2146,Mark Curry,64,6ft 6,False
2147,Stephen Curry,49,6ft 2,False
2148,Cliff Curtis,57,6ft 0,False
2149,Ian Curtis,53,6ft 0,False
2150,Tahnee Welch,64,5ft 5,False
2151,Nicholas D'Agosto,45,6ft 1,False
2152,D'Angelo,51,5ft 6,False
2153,Josie D'Arby,49,5ft 9,False
2154,James D'Arcy,50,6ft 2,False
2155,Chris D'Elia,45,6ft 2,False
2156,Chuck D,65,5ft 8,False
2157,Fat Joe,55,5ft 11,False
2158,Cameron Daddo,60,6ft 2,False
2159,Sophie Dahl,48,5ft 11,False
2160,Alan Dale,78,6ft 1,False
2161,James Badge Dale,47,5ft 10,False
2162,Jim Dale,90,5ft 9,False
2163,John Francis Daley,40,6ft 0,False
2164,Tony Dalton,50,5ft 11,False
2165,Tess Daly,56,5ft 8,False
2166,Hugh Dancy,50,5ft 9,False
2167,Eric Dane,53,6ft 1,False
2168,Brittany Daniel,49,5ft 7,False
2169,Gary Daniels,62,5ft 10,False
2170,Phil Daniels,67,5ft 7,False
2171,William Daniels,98,5ft 7,False
2172,Paul Dano,41,6ft,False
2173,Jane Danson,47,5ft 2,False
2174,Glenn Danzig,70,5ft 4,False
2175,Lisa Darr,62,5ft 8,False
2176,Damon Dash,54,5ft 10,False
2177,Jack Davenport,52,6ft 1,False
2178,Craig David,44,5ft 10,False
2179,Keith David,69,6ft 1,False
2180,Larry David,78,5ft 11,False
2181,Amy Davidson,46,5ft 0,False
2182,Doug Davidson,71,6ft 0,False
2183,Eileen Davidson,66,5ft 7,False
2184,Pete Davidson,32,6ft 2,False
2185,Alan Davies,59,5ft 10,False
2186,Karl Davies,43,5ft 9,False
2187,Kimberley Davies,52,5ft 7,False
2188,Ray Davies,81,5ft 11,False
2189,Sharron Davies,63,5ft 10,False
2190,Anthony Davis,73,6ft 10,False
2191,Essie Davis,55,5ft 6,False
2192,Hope Davis,61,5ft 7,False
2193,Jim Davis,80,6ft 2,False
2194,Jonathan Davis,54,6ft 1,False
2195,Julia Davis,59,5ft 8,False
2196,Julienne Davis,52,5ft 7,False
2197,Lucy Davis,52,5ft 2,True
2198,Matthew Davis,47,6ft 0,False
2199,Steve Davis,68,6ft 1,False
2200,Viola Davis,60,5ft 6,False
2201,Peter Davison,74,6ft 0,False
2202,Ken Davitian,72,5ft 3,False
2203,Rosario Dawson,46,5ft 6,False
2204,Charlie Day,49,5ft 5,False
2205,Simon Day,63,6ft 2,False
2206,Iain De Caestecker,38,5ft 7,False
2207,Diana DeGarmo,38,5ft 2,False
2208,Wanda De Jesus,67,5ft 3,False
2209,Oscar De La Hoya,52,5ft 9,False
2210,Anthony De Longis,75,6ft 0,False
2211,Maria de Medeiros,60,5ft 3,False
2212,Marina de Tavira,51,5ft 3,False
2213,Adam Deacon,42,5ft 4,False
2214,Howard Dean,77,5ft 8,False
2215,Letitia Dean,58,5ft 2,False
2216,Angus Deayton,69,5ft 10,False
2217,Chris De Burgh,77,5ft 5,False
2218,Jack Dee,64,5ft 6,False
2219,Cat Deeley,49,5ft 9,False
2220,Eddie Deezen,68,5ft 10,False
2221,Thomas Dekker,38,5ft 9,False
2222,Jonathan Del Arco,59,5ft 7,False
2223,Matthew Del Negro,53,6ft 4,False
2224,Louise Delamere,56,5ft 5,False
2225,Lea DeLaria,67,5ft,False
2226,Chiquinquirá Delgado,53,5ft 6,False
2227,Peter DeLuise,59,6ft,False
2228,Jeffrey DeMunn,78,5ft 8,False
2229,Susan Denberg,81,5ft 6,False
2230,Alexis Denisof,59,6ft,False
